ts,distance
1617080205000,8.29472
1617074475000,-8.44097
1617074445000,8.24469
1617063615000,-5.57423
1617063445000,5.55865
1617063345000,-5.48776
1617063270000,5.5635
1617059180000,-5.76221
1617059160000,2.78374
1617054305000,2.73329
1617054270000,-10.9821
1617052525000,10.8897
1617051005000,-5.50834
1617050860000,-8.20826
1617049120000,10.9667
1617049095000,-2.81916
1617046160000,5.56575
1617046125000,-10.9996
1617045170000,10.9742
1617045140000,-8.26833
1617044560000,8.22793
1617044025000,-8.24232
1617044000000,2.72632
1617043455000,5.62225
1617043420000,-8.31937
1617043125000,8.23486
1617043105000,-2.78201
1617042455000,-10.9595
1617042360000,13.8261
1617041800000,-5.52718
1617041750000,5.55892
1617041725000,-5.53123
1617041575000,5.56949
1617040735000,-5.54402
1617040540000,-2.75623
1617040405000,8.2429
1617040380000,-5.38825
1617039540000,5.51978
1617037470000,-13.8089
1617037445000,5.61783
1617037075000,5.503
1617037040000,-5.4981
1617037015000,-5.59034
1617036940000,11.0266
1617036905000,-11.1624
1617036795000,11.2595
1617036770000,-5.49207
1617036035000,2.73795
1617035995000,5.5838
1617034865000,-13.8089
1617034845000,2.78994
1617034680000,11.0067
1617034625000,-10.9435
1617034600000,5.47017
1617034285000,5.56616
1617034110000,-10.9418
1617033280000,10.9707
1617032220000,-2.74
1617032185000,-10.9804
1617032145000,13.9349
1617032010000,-11.0524
1617031935000,10.9737
1617031900000,-8.22866
1617031880000,-2.76166
1617031750000,11.0739
1617031710000,-13.8317
1617031440000,13.8869
1617031375000,-13.7845
1617031350000,2.75712
1617031300000,11.0226
1617031275000,-5.55743
1617030635000,5.55811
1617029810000,-10.8867
1617029785000,-2.76924
1617029755000,2.79788
1617029720000,10.9992
1617029685000,-11.021
1617029660000,5.50764
1617029630000,-5.45558
1617029565000,11.0286
1617029530000,-10.8526
1617029485000,11.0639
1617029455000,-8.39268
1617029400000,8.24959
1617028965000,-5.58824
1617028235000,5.54411
1617027990000,-5.99507
1617027535000,5.54412
1617027505000,-5.51905
1617027405000,5.56277
1617027375000,-8.25037
1617027095000,8.3031
1617027055000,-13.8444
1617027030000,5.57302
1617027000000,5.32944
1617026980000,2.84521
1617026430000,-5.53526
1617026410000,-2.72921
1617025925000,5.52216
1617025880000,2.70845
1617024325000,-10.9326
1617024290000,10.8901
1617023880000,-11.1417
1617023775000,11.0056
1617022440000,-5.46152
1617022415000,5.55827
1617021900000,-10.9415
1617021865000,11.1423
1617020085000,-5.82506
1617020050000,5.56015
1617017325000,-10.98
1617017275000,10.9927
1617017235000,-13.9362
1617016445000,13.866
1617016395000,-5.57582
1617015935000,5.63504
1617015630000,-5.57334
1617015605000,5.46934
1617015265000,-5.68264
1617015235000,-5.45645
1617014790000,10.9829
1617014770000,-0.476908
1617014610000,5.61366
1617013600000,-10.9326
1617013565000,10.9777
1617011365000,-5.50541
1617011335000,5.56797
1617010845000,-13.4272
1617010815000,8.25117
1617009105000,5.53742
1617008735000,-5.52396
1617008705000,5.53469
1617008505000,-2.77281
1617008475000,-2.76411
1617008220000,5.53348
1617008190000,-8.1921
1617007235000,8.25716
1617007175000,-13.7622
1617007095000,8.2429
1617006330000,5.57067
1617006305000,-2.75133
1617005020000,-5.51692
1617004995000,5.55636
1617004120000,-5.50991
1617004045000,5.55918
1617004020000,-5.56495
1617003985000,5.52349
1617003080000,-5.51769
1617003055000,5.56969
1617001065000,-5.55543
1617001020000,-8.23058
1616998905000,13.9452
1616997780000,-5.58743
1616997720000,5.58656
1616997685000,-11.0581
1616997595000,11.0234
1616995930000,-13.79
1616995890000,13.7461
1616995535000,-8.19499
1616995500000,8.20055
1616990750000,-5.48096
1616990720000,5.59875
1616989585000,-8.18015
1616989495000,8.30966
1616976550000,-5.57629
1616976520000,-5.47772
1616966625000,11.1017
1616966590000,-10.928
1616966485000,10.9617
1616966455000,-5.37864
1616964950000,5.55281
1616964125000,-10.8432
1616963960000,11.0271
1616962610000,-11.0039
1616962560000,10.9601
1616962490000,-2.74578
1616962470000,-2.77281
1616962440000,-5.51474
1616962415000,2.7228
1616962385000,8.23277
1616962345000,-10.8954
1616962285000,10.9391
1616962260000,-5.56416
1616961430000,5.5606
1616961405000,-5.52789
1616960745000,-5.4205
1616960715000,5.4737
1616960650000,5.54483
1616960535000,-8.12803
1616960500000,-2.73194
1616960045000,11.033
1616958175000,-13.7699
1616958110000,13.873
1616957780000,-10.9021
1616957760000,2.81386
1616956565000,8.31618
1616956535000,-5.58093
1616954695000,5.56326
1616954670000,-5.54346
1616953270000,5.49147
1616951730000,-5.53975
1616951670000,-8.30094
1616950490000,13.6137
1616949870000,-5.56692
1616949620000,5.66544
1616949595000,-5.52405
1616947580000,5.62264
1616947320000,-10.9627
1616947275000,11.0246
1616945960000,-10.9135
1616945920000,10.9905
1616945800000,-13.6542
1616945755000,2.77705
1616945730000,2.69268
1616945685000,2.73926
1616945460000,-10.9384
1616945425000,11.0491
1616944345000,-2.74366
1616944315000,-8.17308
1616944295000,-2.74579
1616944270000,2.80406
1616944240000,8.20905
1616944210000,2.67446
1616943855000,-5.45751
1616943825000,-5.41933
1616943730000,11.1371
1616943440000,-5.57825
1616943400000,-5.44496
1616942440000,11.0906
1616942405000,-10.9166
1616941070000,11.0759
1616941045000,-2.73366
1616940450000,-2.77367
1616940430000,2.82605
1616940405000,2.74523
1616939825000,-11.0009
1616939790000,11.0549
1616938490000,-2.78114
1616938465000,-2.7877
1616938440000,5.49322
1616938235000,-10.9079
1616938180000,5.50713
1616937155000,5.55196
1616937120000,-10.8208
1616934565000,10.9289
1616934395000,-11.0423
1616934305000,10.9563
1616931360000,-8.26462
1616931340000,-2.70194
1616931010000,11.0553
1616930930000,-11.0245
1616930900000,8.23053
1616930780000,-10.937
1616930735000,13.8459
1616930700000,-10.9764
1616930680000,-2.75571
1616930370000,11.1256
1616930350000,2.73514
1616928125000,-2.69059
1616928105000,-2.70916
1616927270000,2.79862
1616926995000,-5.51824
1616926965000,5.48886
1616922705000,2.77396
1616922105000,-5.56706
1616922085000,2.79211
1616922010000,2.7615
1616921970000,-13.7205
1616921865000,13.9019
1616920740000,-13.8169
1616920700000,2.79787
1616919385000,11.067
1616917040000,-5.56668
1616916920000,5.55379
1616898030000,-5.55031
1616898000000,5.56322
1616885560000,-5.55203
1616885530000,5.66815
1616885505000,-5.54902
1616883525000,5.54744
1616883475000,-10.9012
1616880385000,8.29951
1616880340000,2.74464
1616880300000,-10.9488
1616879395000,11.0114
1616879370000,-5.53539
1616877340000,5.62661
1616877305000,-10.8752
1616876970000,11.0304
1616876410000,-13.6828
1616876345000,13.7683
1616876115000,-13.9613
1616875985000,13.8242
1616875920000,-13.8788
1616875890000,2.81171
1616875610000,11.0439
1616875580000,-8.2014
1616875115000,8.31809
1616873855000,-5.56179
1616873830000,5.63228
1616872675000,-5.32405
1616872490000,5.66551
1616872460000,-5.53163
1616871140000,5.56061
1616871110000,-8.24377
1616870845000,8.33539
1616870805000,-13.7981
1616870320000,14.0514
1616870295000,-2.63681
1616870195000,2.72213
1616869965000,-13.8356
1616869915000,13.7911
1616869875000,-13.8707
1616869780000,13.8173
1616869740000,-13.7342
1616869700000,13.9069
1616869555000,-8.24376
1616869530000,5.55671
1616868900000,-11.0166
1616868810000,13.8592
1616868765000,-13.6892
1616868725000,11.0965
1616868690000,-11.0826
1616868605000,13.9032
1616868580000,-2.7529
1616868440000,-11.1145
1616868370000,11.1027
1616868335000,-11.1079
1616868215000,11.0667
1616868195000,2.75337
1616867470000,-5.54071
1616867445000,5.5877
1616866995000,-13.7805
1616866940000,11.0604
1616865760000,2.78967
1616865560000,-2.71065
1616865515000,2.7819
1616863650000,-5.53421
1616863590000,5.57048
1616862130000,-10.8702
1616862100000,2.79288
1616861660000,5.56626
1616861615000,2.75197
1616861435000,-8.20365
1616861355000,8.33668
1616861320000,-10.9009
1616861155000,8.29807
1616861125000,-8.18926
1616860375000,5.51029
1616860325000,5.53308
1616860255000,-13.7555
1616860215000,13.5862
1616860195000,-2.71253
1616860155000,-11.1354
1616860115000,13.8171
1616858730000,-10.9703
1616858710000,2.77969
1616858350000,8.20339
1616857750000,-13.65
1616857345000,13.8214
1616857315000,-5.54005
1616857285000,5.57863
1616856930000,-13.7844
1616856885000,13.739
1616856025000,-13.7194
1616855985000,13.7978
1616855945000,-13.8449
1616855920000,5.60505
1616855865000,-5.57329
1616855815000,13.805
1616855785000,-8.27304
1616855520000,8.3372
1616855480000,-13.8619
1616854215000,11.0738
1616854190000,2.78062
1616854010000,-2.70622
1616853975000,-11.059
1616853910000,11.154
1616853875000,-11.0335
1616853495000,13.921
1616853455000,-13.7789
1616853205000,11.0701
1616853170000,-11.1618
1616852965000,11.0981
1616852945000,2.72938
1616852830000,-11.0062
1616852775000,10.9379
1616852740000,-10.8782
1616852710000,-2.76876
1616852265000,11.1463
1616852235000,-8.22876
1616850765000,5.54897
1616850710000,-4.12264
1616850620000,1.74014
1616850610000,2.49168
1616850550000,-10.982
1616850510000,10.9023
1616850485000,-5.57113
1616850360000,-0.650557
1616850355000,5.11851
1616850315000,-13.856
1616849065000,13.8809
1616849045000,-2.75588
1616847940000,2.71836
1616847500000,-13.8365
1616847460000,13.8734
1616847410000,-10.9898
1616847375000,11.0719
1616847340000,-10.9027
1616847305000,-2.7846
1616847025000,13.9676
1616843590000,-2.76748
1616843445000,-2.78125
1616843290000,-8.28762
1616842950000,13.6141
1616842770000,-2.73119
1616842590000,-2.77226
1616842565000,5.53346
1616842525000,-13.952
1616842290000,2.79045
1616842270000,2.73519
1616842245000,2.75452
1616842225000,2.80644
1616842200000,2.74875
1616842155000,-10.8681
1616841715000,8.26051
1616841585000,-8.25712
1616841545000,10.9943
1616841325000,-13.7248
1616841005000,13.3631
1616839780000,-5.50246
1616839740000,5.58221
1616839150000,-5.50211
1616839080000,5.5806
1616839045000,-11.0334
1616838410000,10.9937
1616838300000,-11.0482
1616837755000,11.118
1616837710000,-8.26716
1616835785000,8.28603
1616835750000,-10.9814
1616835625000,10.9139
1616833720000,-8.30111
1616833670000,8.27177
1616826765000,-5.49515
1616826735000,5.57488
1616824525000,-5.50991
1616824495000,5.52205
1616812870000,-5.51669
1616812845000,5.59232
1616797855000,-10.8803
1616797820000,11.0314
1616797070000,-10.8879
1616797035000,10.9694
1616796950000,-10.843
1616796925000,5.43189
1616794965000,5.54956
1616794940000,-5.49238
1616794765000,5.60884
1616794730000,-10.9776
1616793965000,10.982
1616793930000,-11.0626
1616792495000,11.09
1616792225000,-11.0097
1616792095000,10.9343
1616792060000,-11.0455
1616791785000,11.0889
1616791750000,-10.9273
1616791710000,10.9558
1616791685000,-5.56722
1616790205000,2.79691
1616790185000,2.74733
1616789560000,-10.8324
1616788315000,10.9913
1616788280000,-10.8583
1616788150000,10.9807
1616788100000,-10.9547
1616788060000,11.0612
1616787925000,-10.9377
1616787905000,2.80363
1616787620000,8.31103
1616787585000,-8.20165
1616787420000,8.27985
1616787260000,-8.22741
1616787210000,8.26175
1616787170000,-13.8158
1616785605000,13.9548
1616785565000,-13.6069
1616785480000,13.6445
1616785310000,-13.7355
1616785280000,8.26617
1616783340000,5.48911
1616783300000,-13.8167
1616781815000,13.8303
1616780115000,-5.51053
1616779945000,2.77408
1616779920000,-2.78805
1616779895000,-2.73131
1616779840000,8.33288
1616779815000,-2.73665
1616779210000,2.7885
1616777875000,-8.22614
1616777845000,5.54024
1616776840000,-5.45367
1616776815000,-2.77986
1616775575000,11.0305
1616775535000,-13.7803
1616775465000,13.8363
1616775145000,-10.9432
1616774020000,10.9314
1616773995000,-2.75308
1616773950000,-5.61506
1616773900000,8.30828
1616772810000,-13.6137
1616772780000,8.25424
1616772170000,5.51634
1616772120000,-13.7217
1616772055000,13.7814
1616771985000,-10.9453
1616771960000,5.4381
1616771225000,5.51676
1616771190000,-10.985
1616771130000,8.26398
1616771110000,2.72199
1616771030000,-13.7467
1616770985000,13.8929
1616770955000,-8.13183
1616770860000,5.52348
1616770835000,-5.4879
1616770115000,8.25296
1616769935000,-10.8881
1616769875000,11.0199
1616769840000,-8.264
1616769815000,5.53503
1616769075000,2.74442
1616769010000,-2.76708
1616768920000,2.76008
1616768480000,-10.854
1616768455000,-2.78765
1616767755000,11.1049
1616767720000,-8.25101
1616765830000,10.9636
1616765800000,-8.31377
1616765405000,5.4835
1616765385000,-2.79329
1616765355000,5.55419
1616765330000,-5.53703
1616764775000,-8.23963
1616763750000,11.0524
1616763720000,-8.12994
1616762745000,11.0446
1616762500000,-10.9852
1616762210000,11.0321
1616761080000,-10.9406
1616760870000,8.33397
1616760840000,2.73743
1616760805000,-11.0037
1616760775000,5.49005
1616760320000,5.57111
1616760280000,-13.7693
1616758530000,11.1161
1616758485000,2.75613
1616756575000,-13.7999
1616756545000,5.54532
1616756510000,8.25753
1616756120000,-10.9631
1616756085000,11.0114
1616755515000,-5.46825
1616755480000,-5.43402
1616755260000,10.9363
1616755205000,-10.9316
1616755170000,10.9091
1616754790000,-11.0129
1616754235000,11.0187
1616752230000,-10.9304
1616752190000,11.0159
1616751185000,-13.9372
1616751145000,13.7899
1616751115000,-8.24284
1616751015000,-5.58533
1616750790000,10.9844
1616750765000,2.74975
1616748465000,-13.8948
1616748130000,5.59614
1616748100000,8.18791
1616747080000,-10.9464
1616747045000,11.0082
1616746100000,-2.7128
1616745995000,2.76612
1616740800000,-5.53415
1616740775000,5.54531
1616740720000,-10.9993
1616740685000,10.946
1616738290000,-13.7771
1616738260000,5.59141
1616738230000,8.36137
1616736730000,-8.13787
1616736675000,8.23021
1616733120000,-8.21607
1616733090000,8.26354
1616721005000,-5.53499
1616720975000,-5.50035
1616707895000,11.0303
1616707870000,-5.61211
1616707520000,5.58989
1616706835000,-5.53664
1616704565000,5.60979
1616703895000,-10.8611
1616703440000,2.77598
1616701555000,8.26496
1616701520000,-10.9486
1616701015000,10.9755
1616699795000,-13.7776
1616699770000,2.77633
1616699740000,8.26898
1616699720000,2.75307
1616699680000,-13.7916
1616699640000,8.29526
1616698235000,5.53342
1616697755000,-8.22373
1616697440000,5.48395
1616697310000,-14.0391
1616697275000,11.1066
1616696495000,2.76053
1616696465000,-8.15335
1616696390000,-2.75851
1616695395000,11.0788
1616695345000,-13.8752
1616694775000,13.8568
1616694735000,-13.8849
1616694385000,11.1045
1616694255000,2.72757
1616693510000,-11.0301
1616693480000,5.5035
1616693140000,5.60416
1616693100000,-13.775
1616692730000,13.9677
1616692690000,-13.8941
1616692505000,13.777
1616692470000,-10.9199
1616692275000,10.9898
1616692235000,-13.7516
1616692100000,11.092
1616692080000,2.77019
1616691770000,-13.9696
1616691670000,13.9135
1616691040000,-13.6606
1616691000000,14.0042
1616690910000,-10.9562
1616690880000,8.2888
1616690640000,-8.21543
1616690615000,-2.80727
1616690445000,5.55832
1616690415000,5.54399
1616690390000,-5.47186
1616689690000,8.24744
1616689525000,-10.8767
1616689490000,8.20903
1616688880000,-5.49326
1616688850000,8.28507
1616688620000,-8.33556
1616688600000,-2.67433
1616688435000,8.37496
1616688395000,-5.51028
1616688050000,8.30272
1616688015000,-10.8219
1616687975000,11.0681
1616687955000,-2.6941
1616687925000,-8.25839
1616687890000,8.21863
1616687405000,-11.0449
1616687365000,13.7884
1616686885000,-13.9068
1616686800000,13.8861
1616686045000,-5.57956
1616686025000,2.84751
1616685900000,2.74881
1616685770000,-2.76099
1616685740000,-8.19438
1616684145000,8.2337
1616684110000,2.75066
1616684040000,-5.56387
1616684005000,5.61372
1616681885000,-10.8961
1616681860000,5.46862
1616681775000,5.5923
1616681300000,-10.9345
1616681280000,-2.771
1616681025000,13.7714
1616680185000,-11.0372
1616680155000,5.58441
1616680095000,2.79424
1616680075000,2.77287
1616680045000,-8.20532
1616679445000,5.49456
1616678650000,-10.9311
1616678605000,11.1477
1616678580000,-5.52941
1616678445000,8.36187
1616678410000,-10.9578
1616677230000,10.9981
1616677000000,-10.8784
1616676775000,10.9739
1616676685000,-2.72774
1616676660000,2.64648
1616675365000,-10.935
1616675330000,11.0983
1616675295000,-11.1047
1616675270000,5.51076
1616672850000,5.58668
1616672825000,-2.61655
1616672120000,-11.0617
1616672010000,11.0712
1616671960000,2.78376
1616671175000,-2.73457
1616671140000,-11.1131
1616671020000,11.208
1616670990000,2.74865
1616670535000,-5.47574
1616669580000,-11.0313
1616669290000,11.0016
1616669270000,2.75188
1616667135000,-11.0527
1616665665000,10.9119
1616665510000,-10.9735
1616665485000,2.74415
1616665305000,8.28933
1616665265000,-13.8922
1616663210000,13.8524
1616663175000,-8.2534
1616663145000,8.37311
1616661510000,-5.42936
1616661480000,5.50061
1616660075000,-8.45187
1616660050000,5.47546
1616659705000,2.80939
1616658775000,-13.9609
1616658715000,11.1066
1616656750000,2.61523
1616654145000,-13.771
1616654105000,13.8165
1616654055000,-10.8863
1616654000000,-2.80004
1616653165000,13.7684
1616651030000,-5.48656
1616651000000,5.51124
1616648250000,-13.7532
1616648210000,13.8785
1616647770000,-8.32818
1616647690000,8.32419
1616646730000,-8.2586
1616646700000,8.33126
1616634010000,-5.49859
1616622855000,5.55442
1616622820000,-10.7164
1616621345000,11.006
1616621315000,-8.20268
1616619900000,5.52252
1616619880000,2.7559
1616619845000,-10.9161
1616618530000,11.0001
1616618495000,-10.889
1616618210000,10.9818
1616618175000,-11.0513
1616616905000,8.26321
1616616860000,2.77813
1616616765000,-11.2663
1616613965000,10.9401
1616613935000,-8.20806
1616612995000,8.25847
1616612955000,-13.7675
1616612270000,11.0555
1616612250000,2.73924
1616612110000,-8.26007
1616612075000,2.775
1616612040000,5.48286
1616612005000,-10.9588
1616609770000,10.9483
1616608580000,-10.9404
1616607525000,10.97
1616607505000,-2.75631
1616607200000,2.73106
1616607165000,-5.58803
1616606230000,5.49284
1616606190000,-13.8151
1616606090000,13.9103
1616606050000,-10.8689
1616605785000,11.0279
1616605755000,-8.27354
1616604785000,5.52136
1616603575000,2.74857
1616603515000,-10.9795
1616603475000,11.0586
1616603230000,-5.50882
1616602820000,5.59472
1616602780000,-13.8511
1616602750000,5.5895
1616601845000,8.32198
1616601530000,-11.023
1616600255000,2.72135
1616600220000,8.30687
1616600190000,-8.25668
1616599750000,5.51174
1616599715000,-10.9969
1616599570000,5.62312
1616599540000,8.15882
1616599510000,-8.20771
1616599205000,8.31422
1616598610000,-10.9687
1616598580000,5.46851
1616598510000,5.5689
1616598395000,-5.61557
1616598180000,5.62882
1616597925000,-10.9228
1616597880000,10.9294
1616596295000,-5.49708
1616596255000,5.59159
1616596075000,-5.51246
1616595885000,5.57723
1616595835000,-5.50536
1616595465000,5.50786
1616594755000,-13.8365
1616594735000,2.82292
1616594670000,5.55398
1616594645000,5.49995
1616594605000,-10.914
1616593765000,8.24082
1616593690000,-8.28094
1616593630000,11.0171
1616593025000,-5.53081
1616592950000,5.52672
1616591765000,-10.9987
1616591730000,8.21804
1616591685000,2.76595
1616591660000,-5.57519
1616591215000,5.51448
1616591180000,-10.9448
1616590830000,11.0618
1616590810000,-2.73354
1616589790000,2.71367
1616589635000,-5.37327
1616589565000,5.53503
1616588595000,-5.56621
1616587920000,5.56137
1616587820000,-5.51967
1616587730000,5.58842
1616587705000,-2.71575
1616586650000,2.75915
1616586600000,-5.62568
1616586575000,5.53466
1616584770000,-10.9842
1616584415000,10.9087
1616584390000,-2.73138
1616584240000,-8.23158
1616584210000,8.20539
1616584190000,-2.80542
1616583415000,5.52773
1616583390000,-5.58524
1616582200000,5.56731
1616582170000,-8.24255
1616580030000,8.27588
1616580000000,-8.23578
1616578965000,8.32799
1616578595000,-8.61815
1616578130000,8.36222
1616577250000,-8.19307
1616577165000,8.25526
1616577065000,-8.19367
1616577045000,2.74202
1616576640000,5.56627
1616575810000,-5.53118
1616575610000,5.55443
1616574865000,-8.25315
1616574835000,8.26773
1616574495000,-5.51341
1616574370000,5.54782
1616574350000,-2.72033
1616571080000,2.76954
1616570080000,-10.9727
1616570045000,10.9922
1616568160000,-5.48534
1616568135000,5.49705
1616567655000,-10.9829
1616567620000,11.0235
1616565625000,-13.6931
1616565585000,13.8193
1616559725000,-8.38395
1616559695000,8.20564
1616548235000,-5.48766
1616548140000,5.55748
1616548100000,-5.48788
1616540950000,5.55994
1616540915000,-10.8901
1616535085000,10.89
1616535050000,-8.24163
1616534950000,8.29552
1616534590000,-5.52174
1616534565000,5.53234
1616534540000,-2.799
1616534510000,-5.50511
1616534420000,8.23963
1616532545000,-5.4969
1616532350000,5.49087
1616531725000,-11.0283
1616531615000,10.8664
1616531580000,-10.9762
1616531285000,10.9203
1616531225000,-10.967
1616531205000,2.76455
1616531175000,8.29832
1616531135000,-11.0321
1616531090000,11.1169
1616530860000,-10.9639
1616530825000,10.9559
1616530795000,-8.27647
1616529535000,8.35844
1616527550000,-8.01093
1616527530000,-2.67371
1616526655000,8.24671
1616526615000,2.55058
1616526585000,-8.23833
1616526360000,8.28511
1616525980000,-10.9839
1616525635000,8.24208
1616525570000,-8.20475
1616525535000,5.44845
1616524530000,5.53145
1616524490000,-13.8156
1616524430000,13.8153
1616524405000,-2.74216
1616523450000,-11.0738
1616522890000,13.9257
1616522375000,-13.8144
1616522345000,2.78118
1616520600000,10.8927
1616520560000,-13.7139
1616520455000,11.1073
1616520420000,-11.0699
1616519720000,13.8307
1616518285000,-10.9683
1616518085000,10.9676
1616518045000,-10.911
1616517315000,10.993
1616517280000,-10.9144
1616516895000,11.1141
1616516840000,-11.0843
1616516820000,2.7808
1616516695000,8.27299
1616516665000,-5.51598
1616516340000,5.6002
1616515620000,-8.47998
1616515585000,8.09792
1616514045000,-13.6129
1616514005000,13.7474
1616513865000,-10.8831
1616513685000,10.9914
1616513655000,-8.27673
1616512750000,5.49707
1616511810000,2.73835
1616511150000,-10.8919
1616511120000,5.4443
1616510835000,5.55162
1616510800000,-10.9687
1616510555000,8.2557
1616510530000,-5.53646
1616509015000,5.56894
1616508980000,-11.0428
1616508935000,13.9024
1616508825000,-5.56205
1616508790000,5.5473
1616508060000,-10.9184
1616507965000,11.0128
1616507930000,-10.8859
1616507895000,10.9313
1616507325000,-10.9338
1616507290000,11.004
1616506850000,-10.8235
1616506820000,8.28353
1616505785000,2.73555
1616505755000,-7.96125
1616505710000,5.54983
1616505600000,2.75865
1616505575000,-5.54712
1616505415000,5.56815
1616505380000,-11.0235
1616504610000,11.0016
1616504560000,-5.48118
1616504380000,5.59277
1616504360000,-2.74002
1616502750000,2.81715
1616502720000,-8.18896
1616501575000,2.74192
1616501535000,5.52171
1616501510000,-5.51233
1616499030000,5.6209
1616498625000,-8.24817
1616498590000,8.29761
1616496855000,-5.48781
1616496830000,5.58293
1616496720000,-10.9231
1616496685000,10.9762
1616495635000,-10.9886
1616495250000,8.26825
1616495215000,2.75578
1616493955000,-5.55899
1616493920000,5.56691
1616493700000,-8.28109
1616493670000,8.24214
1616493070000,-8.27768
1616492760000,8.22555
1616492740000,-2.73886
1616492575000,-11.0359
1616492535000,13.7644
1616492360000,-8.24943
1616492335000,2.75833
1616491735000,5.55769
1616489215000,-11.0188
1616489155000,10.9281
1616488305000,-5.57473
1616488285000,2.75809
1616486105000,2.76779
1616486085000,-2.6351
1616483670000,2.74636
1616481940000,-13.8073
1616481865000,13.766
1616481325000,-10.9638
1616481280000,8.17811
1616480065000,2.76898
1616479155000,-13.6394
1616479130000,5.60212
1616478400000,8.19237
1616478295000,-8.17444
1616478250000,8.19521
1616473355000,-8.20645
1616473325000,8.26483
1616461900000,-5.54546
1616461870000,5.4837
1616456925000,-5.53905
1616456900000,5.53321
1616455875000,-5.55016
1616455845000,-2.68981
1616451050000,8.29104
1616450455000,-5.54915
1616450330000,5.62372
1616450305000,-5.52733
1616450260000,5.59037
1616450240000,-2.75301
1616448285000,2.71423
1616446865000,-5.56401
1616445510000,5.56673
1616445480000,-8.25626
1616444625000,8.24187
1616444390000,-13.7606
1616444335000,13.8486
1616444300000,-10.9983
1616443815000,11.0885
1616442945000,-8.27585
1616442910000,8.3139
1616441645000,-13.8332
1616441610000,2.76802
1616440195000,11.0122
1616440170000,-5.4769
1616440040000,5.5603
1616440005000,-10.9851
1616439910000,10.9729
1616439875000,-10.9064
1616439840000,8.33243
1616439805000,-11.0003
1616437220000,13.9011
1616437180000,-13.9416
1616436370000,2.74065
1616436335000,10.8945
1616436295000,-13.8793
1616435130000,13.7817
1616435090000,-13.7976
1616435030000,13.8864
1616435005000,-5.50429
1616434885000,5.57815
1616434820000,-10.8614
1616432365000,10.988
1616432340000,-5.50633
1616431710000,5.57816
1616431675000,-11.0043
1616431500000,10.8558
1616431465000,-10.9815
1616430070000,10.8874
1616429765000,-5.48779
1616429735000,5.53669
1616429645000,-11.152
1616429610000,8.27845
1616429590000,2.75579
1616429555000,-10.9489
1616429515000,10.9341
1616429490000,-2.74929
1616429260000,2.73708
1616428635000,-2.73403
1616428600000,-11.0956
1616428560000,13.9509
1616428280000,-5.59263
1616428255000,-2.74016
1616427760000,5.48533
1616427725000,2.75534
1616427015000,-10.9262
1616426980000,-2.78394
1616426515000,5.51776
1616426490000,5.46506
1616424945000,-8.2456
1616424890000,8.267
1616424865000,2.75925
1616424810000,-2.72152
1616424780000,-8.20143
1616424665000,5.45527
1616423630000,2.80563
1616423605000,2.70225
1616423575000,-8.18241
1616423390000,5.50375
1616423360000,-8.15922
1616423310000,10.9635
1616423030000,-10.9987
1616422990000,11.0029
1616422950000,-10.8889
1616422495000,11.0132
1616420655000,-11.1154
1616420520000,8.20037
1616420485000,-11.0481
1616419960000,10.9188
1616419925000,2.77112
1616419415000,-10.9746
1616419380000,10.9933
1616419140000,-13.8269
1616419115000,5.58095
1616419085000,8.31759
1616418935000,-5.48196
1616418905000,5.57175
1616417915000,-8.21747
1616417835000,-2.75128
1616417800000,10.9368
1616417765000,-8.44748
1616417630000,8.31473
1616417600000,-8.23295
1616417565000,8.24518
1616415645000,-2.73141
1616415435000,-2.78057
1616415145000,-2.71171
1616415055000,-2.78667
1616415015000,13.8515
1616414785000,-2.74198
1616414590000,-11.0861
1616414240000,2.79563
1616414220000,2.76977
1616414195000,2.7218
1616414175000,2.81166
1616414150000,2.76865
1616414105000,-5.5318
1616413915000,5.53903
1616413880000,-11.0466
1616413840000,8.19128
1616413750000,-8.23411
1616413710000,11.0084
1616411985000,-8.21859
1616409995000,8.28013
1616409965000,-8.26836
1616408070000,8.32626
1616408040000,-5.54539
1616407415000,5.48918
1616405310000,-2.77554
1616405265000,-11.009
1616402455000,13.8155
1616401865000,-13.8401
1616401835000,8.29079
1616401345000,5.52965
1616401315000,-8.13101
1616400380000,8.21169
1616400235000,-10.9936
1616400210000,-2.74396
1616398730000,13.8265
1616398675000,-13.8693
1616398565000,13.734
1616398420000,-5.54286
1616398390000,-5.45734
1616397130000,10.9368
1616397100000,-8.20229
1616395480000,8.2798
1616395450000,-8.30305
1616395380000,8.23808
1616395240000,-2.73384
1616395205000,-8.27853
1616395170000,10.9342
1616391945000,-5.52157
1616391915000,5.64098
1616389330000,-13.8396
1616389290000,13.9381
1616389070000,-8.27708
1616389025000,8.23828
1616386955000,-8.24679
1616386920000,8.33356
1616374555000,-5.73031
1616374470000,5.51432
1616374360000,-5.50554
1616374335000,-5.49235
1616358535000,11.066
1616358500000,-11.0102
1616358420000,10.9771
1616358380000,-10.8958
1616358345000,11.1156
1616358305000,-13.7977
1616357490000,13.877
1616357460000,-8.29463
1616357130000,8.16866
1616357100000,-8.24989
1616353485000,8.27994
1616353400000,-5.53376
1616352440000,5.609
1616352405000,-11.0555
1616350425000,11.0897
1616350405000,-2.72215
1616350320000,2.71947
1616350030000,-10.9067
1616349990000,11.0403
1616349955000,-10.94
1616345040000,11.0503
1616344775000,-13.7904
1616344740000,2.78628
